the_date,census_blockid,winner,loser,state,dma_name,block_metric,total_daily,contribution_pct,outlier_type,mover_ind,metric_type
2025-08-18,530330323262006,Astound Broadband,Ziply Fiber,Washington,"Seattle-Tacoma, WA",2.0,2.0,1.0,geographic_concentration,False,win
2025-08-18,540839665001039,ViaSat,Frontier,West Virginia,"Clarksburg-Weston, WV",2.0,2.0,1.0,geographic_concentration,False,win
2025-08-18,551390014002001,Windstream,Spectrum,Wisconsin,"Green Bay-Appleton, WI-MI",1.0,1.0,1.0,geographic_concentration,False,win
2025-08-18,550790912002004,Verizon FWA,AT&T,Wisconsin,"Milwaukee, WI",4.0,4.0,1.0,geographic_concentration,False,win
2025-08-18,560250004004054,Mountain West Technologies Corporation,Spectrum,Wyoming,"Casper-Riverton, WY",2.0,2.0,1.0,geographic_concentration,False,win
2025-08-18,560210005032002,Verizon FWA,Bluepeak,Wyoming,"Cheyenne, WY-Scottsbluff, NE",1.0,1.0,1.0,geographic_concentration,False,win
2025-08-15,490279741004056,Central Utah Telephone,Frontier,Utah,"Salt Lake City, UT-WY-NV-ID",8.0,9.0,0.8888888888888888,geographic_concentration,False,win
2025-08-18,011170303161009,Verizon FWA,Spectrum,Alabama,"Birmingham, AL",4.0,5.0,0.8,geographic_concentration,False,win
2025-08-15,181079571003024,Wintek Corporation,Metronet,Indiana,"Indianapolis, IN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,180859618001002,Kosciusko Connect,Verizon FWA,Indiana,"South Bend-Elkhart, IN-MI",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-15,180839559001025,Cable One,Metronet,Indiana,"Terre Haute, IN-IL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,191751902004121,Windstream,Verizon FWA,Iowa,"Des Moines-Ames, IA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,191550316011036,Cox Communications,Google Fiber,Iowa,"Omaha, NE-IA-MO",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,191499704003166,Premier Communications,Verizon FWA,Iowa,"Sioux City, IA-NE-SD",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-15,201919626002101,Brightspeed,Wheat State Telephone,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,210150703121007,Cincinnati Bell,Spectrum,Kentucky,"Cincinnati, OH-KY-IN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,211799303012055,"City of Bardstown, Kentucky",AT&T,Kentucky,"Louisville, KY-IN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,210350105004044,Murray Electric System,Spectrum,Kentucky,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,220790128001008,Vexus Fiber,Altice,Louisiana,"Alexandria, LA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,220119604001059,Fastwyre Broadband,AT&T,Louisiana,"Lake Charles, LA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,220730004011001,Hughes,Cable One,Louisiana,"Monroe-El Dorado, LA-AR",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,220510205072005,T-Mobile FWA,Cox Communications,Louisiana,"New Orleans, LA-MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,220570205003010,REV Broadband,Spectrum,Louisiana,"New Orleans, LA-MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,220570208002038,Spectrum,AT&T,Louisiana,"New Orleans, LA-MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,220150109002007,Comcast,Altice,Louisiana,"Shreveport, LA-TX-AR-OK",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,220170250004027,Cable One,Brightspeed,Louisiana,"Shreveport, LA-TX-AR-OK",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,220690004002011,Verizon FWA,Altice,Louisiana,"Shreveport, LA-TX-AR-OK",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,240358110002007,Atlantic Broadband,Talkie Communications,Maryland,"Baltimore, MD",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,240430008003005,Antietam Broadband,Verizon FWA,Maryland,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,250173672002002,Astound Broadband,Verizon,Massachusetts,"Boston, MA-NH-VT",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,250235454002001,Verizon FWA,Verizon,Massachusetts,"Boston, MA-NH-VT",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,250277328012000,Shrewsbury Electric and Cable Operations,Spectrum,Massachusetts,"Boston, MA-NH-VT",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,261158330002024,Buckeye,Frontier,Michigan,"Detroit, MI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,261653808001014,Starlink,Spectrum,Michigan,"Traverse City-Cadillac, MI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,270270206002011,Cable One,Midcontinent,Minnesota,"Fargo, ND-MN",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-15,270290002001027,Garden Valley Telephone Company,Verizon FWA,Minnesota,"Fargo, ND-MN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,271119610001033,Park Region Telephone,Spectrum,Minnesota,"Fargo, ND-MN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,270833603002027,Bluepeak,Spectrum,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,280579503002042,Tombigbee Fiber,neXband Communications,Mississippi,"Columbus-Tupelo-West Point-Houston, MS-AL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,280959504003046,M-Pulse Fiber,Starlink,Mississippi,"Columbus-Tupelo-West Point-Houston, MS-AL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,281510008002027,Altice,Verizon FWA,Mississippi,"Greenwood-Greenville, MS-AL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,280350008004026,WhiteSky Communications,Comcast,Mississippi,"Hattiesburg-Laurel, MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,280890303021014,Starlink,AT&T,Mississippi,"Jackson, MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,281139502001026,Cable One,C Spire Fiber,Mississippi,"Jackson, MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,281499506002010,T-Mobile FWA,AT&T,Mississippi,"Jackson, MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,280990105001009,MaxxSouth,C Spire Fiber,Mississippi,"Meridian, MS-AL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,290510107013011,Brightspeed,T-Mobile FWA,Missouri,"Columbia-Jefferson City, MO",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,290950145011016,Starlink,Comcast,Missouri,"Kansas City, MO-KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,291818703002003,Windstream,Starlink,Missouri,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,290210007012006,Metronet,Altice,Missouri,"St. Joseph, MO-KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,291618909003040,Cable One,Socket Internet,Missouri,"St. Louis, MO-IL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,291833111462009,i3 Broadband,AT&T,Missouri,"St. Louis, MO-IL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,291833119091015,Gateway Fiber,Spectrum,Missouri,"St. Louis, MO-IL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,291879509024000,Big River Telephone,Spectrum,Missouri,"St. Louis, MO-IL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,301110010004023,Ziply Fiber,Spectrum,Montana,"Billings, MT-WY",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,300210003005047,Verizon FWA,Mid-Rivers Telephone Cooperative,Montana,"Glendive, MT",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-15,300070001002034,Montana Internet Corporation,Starlink,Montana,"Helena, MT",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,310679648001043,Pinpoint Communications,Spectrum,Nebraska,"Lincoln & Hastings-Kearney, NE-KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,311090027012012,T-Mobile FWA,Allo Communications,Nebraska,"Lincoln & Hastings-Kearney, NE-KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,320030058341016,T-Mobile FWA,Cox Communications,Nevada,"Las Vegas, NV",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,320079512021016,Rise Broadband,T-Mobile FWA,Nevada,"Salt Lake City, UT-WY-NV-ID",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-15,320079514011023,Frontier,Rise Broadband,Nevada,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,330170860001053,Atlantic Broadband,T-Mobile FWA,New Hampshire,"Boston, MA-NH-VT",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,340030113001025,Verizon FWA,Altice,New Jersey,"New York, NY-NJ-CT-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,340410306003021,Astound Broadband,Altice,New Jersey,"New York, NY-NJ-CT-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,350050006001023,Cable One,Plateau Telecommunications Incorporated,New Mexico,"Albuquerque-Santa Fe, NM-CO-AZ",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,350179643001033,Comcast,Verizon FWA,New Mexico,"Albuquerque-Santa Fe, NM-CO-AZ",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,350399407003054,Windstream,Verizon FWA,New Mexico,"Albuquerque-Santa Fe, NM-CO-AZ",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,360470640002000,Starry,Altice,New York,"New York, NY-NJ-CT-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,360811203001001,Astound Broadband,Spectrum,New York,"New York, NY-NJ-CT-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,360850170092007,Comcast,Verizon,New York,"New York, NY-NJ-CT-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,360550077002007,Greenlight Networks (NY),Frontier,New York,"Rochester, NY",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,371590508002010,Hotwire Fision,AT&T,North Carolina,"Charlotte, NC-SC",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,370810142004012,Lumos,Spectrum,North Carolina,"Greensboro-High Point-Winston Salem, NC-VA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,371999603001022,Starlink,Zito Media,North Carolina,"Greenville-Spartanburg-Asheville-Anderson, SC-NC-GA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,370630018082006,Verizon FWA,Spectrum,North Carolina,"Raleigh-Durham, NC-VA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,370630022001016,Frontier,WhiteSky Communications,North Carolina,"Raleigh-Durham, NC-VA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,371639706003027,Hughes,Star Communications,North Carolina,"Raleigh-Durham, NC-VA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,380170102011009,Midcontinent,Verizon FWA,North Dakota,"Fargo, ND-MN",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-15,380919687002211,Griggs County Telephone Co.,Verizon FWA,North Dakota,"Fargo, ND-MN",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-15,380119652001059,Verizon FWA,Consolidated Telcom (ND),North Dakota,"Minot-Bismarck-Dickinson, ND-MT-SD",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,380150110012013,BEK Communications Cooperative,Verizon FWA,North Dakota,"Minot-Bismarck-Dickinson, ND-MT-SD",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-15,380539624002013,Reservation Telephone Coop.,Verizon FWA,North Dakota,"Minot-Bismarck-Dickinson, ND-MT-SD",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,390351561024002,Cox Communications,AT&T,Ohio,"Cleveland-Akron, OH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,390430416003022,Omni Fiber,Buckeye,Ohio,"Cleveland-Akron, OH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,391517147011002,MCTV,T-Mobile FWA,Ohio,"Cleveland-Akron, OH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,390599779004025,Altice,Frontier,Ohio,"Columbus, OH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,391499718003012,New Knoxville Telephone Company,Spectrum,Ohio,"Dayton, OH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,391759384002031,Hughes,Spectrum,Ohio,"Toledo, OH-MI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,400710003001007,Cable One,T-Mobile FWA,Oklahoma,"Oklahoma City, OK",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,400137962002000,Vyve Broadband,Dobson Fiber,Oklahoma,"Sherman-Ada, OK-TX",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-15,410110003004003,Ziply Fiber,Spectrum,Oregon,"Eugene, OR",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,410510065012001,CenturyLink,Comcast,Oregon,"Portland, OR-WA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,410670303003011,T-Mobile FWA,Comcast,Oregon,"Portland, OR-WA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,420490020001000,Spectrum,Verizon FWA,Pennsylvania,"Erie, PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,420490109041000,VNET Fiber,Spectrum,Pennsylvania,"Erie, PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,421330215002002,Shentel,Comcast,Pennsylvania,"Harrisburg-Lancaster-Lebanon-York, PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,420270124003013,Pavlov Media,WhiteSky Communications,Pennsylvania,"Johnstown-Altoona-State College, PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,420034141023003,Consolidated,Armstrong,Pennsylvania,"Pittsburgh, PA-WV-MD",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,420199030002010,Brightspeed,Armstrong,Pennsylvania,"Pittsburgh, PA-WV-MD",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,420850312001007,Windstream,Starlink,Pennsylvania,"Youngstown, OH-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,450150209041007,WhiteSky Communications,AT&T,South Carolina,"Charleston, SC",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,450439205022024,Horry,Spectrum,South Carolina,"Charleston, SC",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-15,450630212041022,CarolinaConnect,Verizon FWA,South Carolina,"Columbia, SC",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-16,200679637004063,The Pioneer Telephone Association,Verizon FWA,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,201550018002021,Verizon FWA,T-Mobile FWA,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,201759658002053,Zito Media,IdeaTek,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,211159606004005,Shentel,Foothills Rural Telephone Cooperative,Kentucky,"Charleston-Huntington, WV-KY-OH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,211959308001012,Gearheart Communications,T-Mobile FWA,Kentucky,"Charleston-Huntington, WV-KY-OH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,210370533012000,Cincinnati Bell,Spectrum,Kentucky,"Cincinnati, OH-KY-IN",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-16,211170669004011,Verizon FWA,Spectrum,Kentucky,"Cincinnati, OH-KY-IN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,211010202001003,Conexon Connect,Spectrum,Kentucky,"Evansville, IN-KY-IL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,210139602002019,ViaSat,Spectrum,Kentucky,"Knoxville, TN-KY",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,210730712003000,Frankfort Plant Board,AT&T,Kentucky,"Lexington, KY",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,211799304001028,"City of Bardstown, Kentucky",AT&T,Kentucky,"Louisville, KY-IN",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-16,210039204004018,North Central Communications,Verizon FWA,Kentucky,"Nashville, TN-KY",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-16,211450316001049,WK&T,Verizon FWA,Kentucky,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-16,221010402002021,Allens Communications,Cox Communications,Louisiana,"Baton Rouge, LA-MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,220990210001031,Hughes,Verizon FWA,Louisiana,"Lafayette, LA",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-16,220190017001014,Vexus Fiber,Altice,Louisiana,"Lake Charles, LA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,220190022042011,Vyve Broadband,T-Mobile FWA,Louisiana,"Lake Charles, LA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,220190032001033,Starlink,Vyve Broadband,Louisiana,"Lake Charles, LA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,220690005001007,EPICTOUCH,Altice,Louisiana,"Shreveport, LA-TX-AR-OK",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,230050031002010,GoNetspeed,Spectrum,Maine,"Portland-Auburn, ME-NH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,230179656003013,Verizon FWA,Spectrum,Maine,"Portland-Auburn, ME-NH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,230310380022012,Comcast,Consolidated,Maine,"Portland-Auburn, ME-NH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,245101202021001,Verizon FWA,Comcast,Maryland,"Baltimore, MD",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,240430005003017,Point Broadband,T-Mobile FWA,Maryland,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,240430006021039,Starlink,Antietam Broadband,Maryland,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,250138137023009,Verizon FWA,Comcast,Massachusetts,"Springfield-Holyoke, MA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,261158335001002,Buckeye,Frontier,Michigan,"Detroit, MI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,260239516002005,Coldwater Board of Public Utilities,T-Mobile FWA,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,260450209022011,HomeWorks Connect,Verizon FWA,Michigan,"Lansing, MI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,260590509004022,DMCI Broadband,Comcast,Michigan,"Lansing, MI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,260610009003015,Baraga Telephone Company,T-Mobile FWA,Michigan,"Marquette, MI-WI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,260979501001012,Packerland Broadband,Spectrum,Michigan,"Traverse City-Cadillac, MI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,271370153004011,Frontier,Starlink,Minnesota,"Duluth-Superior, MN-WI-MI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,270131708003000,Consolidated,Spectrum,Minnesota,"Mankato, MN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,270030511021014,T-Mobile FWA,Comcast,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,270359512003022,Savage Communications,Consolidated Telephone Company (MN),Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,270370611021031,Starlink,Comcast,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,270490804002106,Nuvera,Verizon FWA,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,270490809003008,Hanson Communications,Verizon FWA,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,271230413012016,Pavlov Media,Comcast,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,270990009002004,Metronet,Spectrum,Minnesota,"Rochester-Mason City-Austin, MN-IA-IL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,270990014002102,GigFire,Arvig,Minnesota,"Rochester-Mason City-Austin, MN-IA-IL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,280259505002010,4-County Fastnet,Comcast,Mississippi,"Columbus-Tupelo-West Point-Houston, MS-AL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,281510002001083,Altice,AT&T,Mississippi,"Greenwood-Greenville, MS-AL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,280350010001013,WhiteSky Communications,Comcast,Mississippi,"Hattiesburg-Laurel, MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,280679507003000,DE Fastlink,Verizon FWA,Mississippi,"Hattiesburg-Laurel, MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,280219502002004,ViaSat,C Spire Fiber,Mississippi,"Jackson, MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,280239504001044,East Mississippi Connect,T-Mobile FWA,Mississippi,"Meridian, MS-AL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,280990105001009,MaxxSouth,C Spire Fiber,Mississippi,"Meridian, MS-AL",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,280450304003073,CoastConnect,AT&T,Mississippi,"New Orleans, LA-MS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,290239508001004,Boycom Cablevision,Wisper ISP,Missouri,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,291818703002003,Hughes,Windstream,Missouri,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,290210007012006,United Fiber,Altice,Missouri,"St. Joseph, MO-KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,300359760005015,T-Mobile FWA,Verizon FWA,Montana,"Great Falls, MT",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,300410404003037,Triangle Communications,Spectrum,Montana,"Great Falls, MT",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,310679648001043,Windstream,Verizon FWA,Nebraska,"Lincoln & Hastings-Kearney, NE-KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,311519607002074,Zito Media,Verizon FWA,Nebraska,"Lincoln & Hastings-Kearney, NE-KS",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,310550057004012,Millennium Telcom,Cox Communications,Nebraska,"Omaha, NE-IA-MO",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,310550059022026,T-Mobile FWA,Cox Communications,Nebraska,"Omaha, NE-IA-MO",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,310550066042010,CenturyLink,Cox Communications,Nebraska,"Omaha, NE-IA-MO",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,311419657004034,Vyve Broadband,Allo Communications,Nebraska,"Omaha, NE-IA-MO",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,320030010062005,T-Mobile FWA,Cox Communications,Nevada,"Las Vegas, NV",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,320030028261004,Verizon FWA,T-Mobile FWA,Nevada,"Las Vegas, NV",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,330110009012005,T-Mobile FWA,Comcast,New Hampshire,"Boston, MA-NH-VT",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,330039560002001,Spectrum,T-Mobile FWA,New Hampshire,"Portland-Auburn, ME-NH",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,340170179002011,Spectrum,Verizon,New Jersey,"New York, NY-NJ-CT-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,340258086003000,Starlink,Verizon,New Jersey,"New York, NY-NJ-CT-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,350179641002045,WNM Communications,Starlink,New Mexico,"Albuquerque-Santa Fe, NM-CO-AZ",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,350430107152000,Cable One,CenturyLink,New Mexico,"Albuquerque-Santa Fe, NM-CO-AZ",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,350479574002027,Plateau Telecommunications Incorporated,CenturyLink,New Mexico,"Albuquerque-Santa Fe, NM-CO-AZ",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,350490103041030,Hughes,Comcast,New Mexico,"Albuquerque-Santa Fe, NM-CO-AZ",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,360130304004016,Windstream,Spectrum,New York,"Buffalo, NY-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,360290113003019,GoNetspeed,Spectrum,New York,"Buffalo, NY-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,360470858002001,Starry,Verizon,New York,"New York, NY-NJ-CT-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,360810383021053,Astound Broadband,Spectrum,New York,"New York, NY-NJ-CT-PA",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-16,361190148082022,Starlink,Verizon,New York,"New York, NY-NJ-CT-PA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,360510304003001,Empire Access,Spectrum,New York,"Rochester, NY",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,370970614031021,TDS Telecom,Spectrum,North Carolina,"Charlotte, NC-SC",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,371899206021003,SkyBest Communications,Verizon FWA,North Carolina,"Charlotte, NC-SC",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,371719310023023,Surry Telephone Membership Corporation,T-Mobile FWA,North Carolina,"Greensboro-High Point-Winston Salem, NC-VA",2.0,2.0,1.0,geographic_concentration,False,loss
2025-08-16,371939606001007,Wilkes Telephone,Spectrum,North Carolina,"Greensboro-High Point-Winston Salem, NC-VA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,371619606002012,Vyve Broadband,Spectrum,North Carolina,"Greenville-Spartanburg-Asheville-Anderson, SC-NC-GA",1.0,1.0,1.0,geographic_concentration,False,loss
2025-08-16,370630018062031,Frontier,Spectrum,North Carolina,"Raleigh-Durham, NC-VA",1.0,1.0,1.0,geographic_concentration,False,loss
