the_date,winner,loser,h2h_wins,h2h_share
2025-02-21,Comcast,Cox Communications,11.0,100.0
2025-02-21,Comcast,Altice,10.0,100.0
2025-02-21,Comcast,Frontier,10.0,100.0
2025-02-22,Spectrum,Comcast,116.0,100.0
2025-02-22,T-Mobile FWA,Comcast,116.0,100.0
2025-02-22,AT&T,Spectrum,115.0,100.0
2025-02-22,Comcast,Spectrum,112.0,100.0
2025-02-22,Comcast,AT&T,104.0,100.0
2025-02-22,AT&T,Comcast,104.0,100.0
2025-02-22,T-Mobile FWA,Spectrum,94.0,100.0
2025-02-22,Spectrum,AT&T,93.0,100.0
2025-02-22,Verizon FWA,Spectrum,65.0,100.0
2025-02-22,Frontier,Spectrum,62.0,100.0
2025-02-22,Spectrum,T-Mobile FWA,59.0,100.0
2025-02-22,Verizon FWA,Comcast,57.0,100.0
2025-02-22,Spectrum,Frontier,57.0,100.0
2025-02-22,Verizon,Comcast,51.0,100.0
2025-02-22,Comcast,T-Mobile FWA,50.0,100.0
2025-02-22,CenturyLink,Comcast,46.0,100.0
2025-02-22,Comcast,Verizon,35.0,100.0
2025-02-22,T-Mobile FWA,AT&T,33.0,100.0
2025-02-22,Frontier,Comcast,32.0,100.0
2025-02-22,Comcast,CenturyLink,30.0,100.0
2025-02-22,Comcast,Frontier,27.0,100.0
2025-02-22,Verizon,Spectrum,27.0,100.0
2025-02-22,Spectrum,Cox Communications,26.0,100.0
2025-02-22,Comcast,Verizon FWA,25.0,100.0
2025-02-22,Verizon FWA,AT&T,24.0,100.0
2025-02-22,Cox Communications,Comcast,24.0,100.0
2025-02-22,Altice,Comcast,23.0,100.0
2025-02-22,AT&T,Cox Communications,23.0,100.0
2025-02-22,Cox Communications,Spectrum,22.0,100.0
2025-02-22,AT&T,T-Mobile FWA,21.0,100.0
2025-02-22,Spectrum,Verizon,21.0,100.0
2025-02-22,Brightspeed,Spectrum,20.0,100.0
2025-02-22,Comcast,Cox Communications,20.0,100.0
2025-02-22,Comcast,Altice,20.0,100.0
2025-02-22,Cox Communications,AT&T,19.0,100.0
2025-02-22,T-Mobile FWA,Cox Communications,19.0,100.0
2025-02-22,CenturyLink,Spectrum,18.0,100.0
2025-02-22,Spectrum,Windstream,17.0,100.0
2025-02-22,Verizon,Altice,16.0,100.0
2025-02-22,Windstream,Spectrum,15.0,100.0
2025-02-22,Spectrum,Brightspeed,15.0,100.0
2025-02-22,Hotwire Fision,Comcast,14.0,100.0
2025-02-22,T-Mobile FWA,CenturyLink,14.0,100.0
2025-02-22,Altice,Spectrum,14.0,100.0
2025-02-22,Altice,Verizon,14.0,100.0
2025-02-22,Spectrum,Verizon FWA,14.0,100.0
2025-02-22,Spectrum,Altice,14.0,100.0
2025-02-22,Cox Communications,CenturyLink,13.0,100.0
2025-02-22,Spectrum,CenturyLink,13.0,100.0
2025-02-22,T-Mobile FWA,Verizon,12.0,100.0
2025-02-22,Altice,AT&T,11.0,100.0
2025-02-22,Consolidated,Spectrum,11.0,100.0
2025-02-22,Google Fiber,Spectrum,11.0,100.0
2025-02-22,T-Mobile FWA,Altice,10.0,100.0
2025-02-22,Comcast,TDS Telecom,10.0,100.0
2025-02-22,T-Mobile FWA,Frontier,10.0,100.0
2025-02-22,Verizon FWA,CenturyLink,10.0,100.0
2025-02-22,Windstream,Comcast,10.0,100.0
2025-02-22,TDS Telecom,Spectrum,10.0,100.0
2025-02-23,Comcast,Spectrum,150.0,100.0
2025-02-23,Spectrum,Comcast,131.0,100.0
2025-02-23,T-Mobile FWA,Comcast,124.0,100.0
2025-02-23,Comcast,AT&T,120.0,100.0
2025-02-23,AT&T,Comcast,119.0,100.0
2025-02-23,AT&T,Spectrum,112.0,100.0
2025-02-23,Spectrum,AT&T,109.0,100.0
2025-02-23,T-Mobile FWA,Spectrum,97.0,100.0
2025-02-23,Verizon FWA,Comcast,68.0,100.0
2025-02-23,Comcast,T-Mobile FWA,68.0,100.0
2025-02-23,Spectrum,T-Mobile FWA,63.0,100.0
2025-02-23,Verizon FWA,Spectrum,60.0,100.0
2025-02-23,Frontier,Spectrum,59.0,100.0
2025-02-23,Verizon,Comcast,46.0,100.0
2025-02-23,Comcast,Verizon,46.0,100.0
2025-02-23,Comcast,CenturyLink,43.0,100.0
2025-02-23,Spectrum,Frontier,43.0,100.0
2025-02-23,CenturyLink,Comcast,41.0,100.0
2025-02-23,Comcast,Cox Communications,33.0,100.0
2025-02-23,Verizon,Spectrum,32.0,100.0
2025-02-23,AT&T,Cox Communications,30.0,100.0
2025-02-23,Cox Communications,Spectrum,28.0,100.0
2025-02-23,Cox Communications,Comcast,28.0,100.0
2025-02-23,T-Mobile FWA,AT&T,27.0,100.0
2025-02-23,Spectrum,Verizon,26.0,100.0
2025-02-23,Frontier,Comcast,26.0,100.0
2025-02-23,Spectrum,Cox Communications,25.0,100.0
2025-02-23,Comcast,Frontier,24.0,100.0
2025-02-23,Spectrum,Verizon FWA,23.0,100.0
2025-02-23,Comcast,Verizon FWA,22.0,100.0
2025-02-23,Comcast,Altice,21.0,100.0
2025-02-23,Cox Communications,AT&T,20.0,100.0
2025-02-23,Verizon FWA,Cox Communications,20.0,100.0
2025-02-23,Altice,Spectrum,19.0,100.0
2025-02-23,Spectrum,Altice,19.0,100.0
2025-02-23,Brightspeed,Spectrum,18.0,100.0
2025-02-23,T-Mobile FWA,Cox Communications,18.0,100.0
2025-02-23,CenturyLink,Spectrum,17.0,100.0
2025-02-23,Altice,Comcast,17.0,100.0
2025-02-23,T-Mobile FWA,Altice,16.0,100.0
2025-02-23,Spectrum,Windstream,14.0,100.0
2025-02-23,Windstream,Spectrum,14.0,100.0
2025-02-23,Verizon FWA,AT&T,13.0,100.0
2025-02-23,Verizon,Altice,13.0,100.0
2025-02-23,Starlink,Spectrum,13.0,100.0
2025-02-23,Consolidated,Comcast,12.0,100.0
2025-02-23,CenturyLink,Cox Communications,12.0,100.0
2025-02-23,Google Fiber,Spectrum,12.0,100.0
2025-02-23,Spectrum,CenturyLink,12.0,100.0
2025-02-23,Cincinnati Bell,Spectrum,12.0,100.0
2025-02-23,Altice,AT&T,12.0,100.0
2025-02-23,AT&T,T-Mobile FWA,12.0,100.0
2025-02-23,Comcast,Metronet,11.0,100.0
2025-02-23,Altice,Verizon,11.0,100.0
2025-02-23,AT&T,Verizon FWA,10.0,100.0
2025-02-23,Cable One,Spectrum,10.0,100.0
2025-02-23,Cox Communications,T-Mobile FWA,10.0,100.0
2025-02-24,AT&T,Comcast,105.0,100.0
2025-02-24,Comcast,Spectrum,101.0,100.0
2025-02-24,AT&T,Spectrum,100.0,100.0
2025-02-24,Spectrum,Comcast,95.0,100.0
2025-02-24,Spectrum,AT&T,87.0,100.0
2025-02-24,Comcast,AT&T,85.0,100.0
2025-02-24,T-Mobile FWA,Comcast,77.0,100.0
2025-02-24,T-Mobile FWA,Spectrum,74.0,100.0
2025-02-24,Comcast,T-Mobile FWA,47.0,100.0
2025-02-24,Verizon FWA,Spectrum,47.0,100.0
2025-02-24,Verizon,Comcast,41.0,100.0
2025-02-24,Frontier,Spectrum,40.0,100.0
2025-02-24,Comcast,Verizon,40.0,100.0
2025-02-24,Verizon FWA,Comcast,39.0,100.0
2025-02-24,Spectrum,Frontier,35.0,100.0
2025-02-24,Comcast,CenturyLink,27.0,100.0
2025-02-24,T-Mobile FWA,AT&T,26.0,100.0
2025-02-24,Spectrum,T-Mobile FWA,25.0,100.0
2025-02-24,Cox Communications,Comcast,22.0,100.0
2025-02-24,CenturyLink,Comcast,22.0,100.0
2025-02-24,Altice,Spectrum,22.0,100.0
2025-02-24,T-Mobile FWA,Cox Communications,21.0,100.0
2025-02-24,Spectrum,Verizon FWA,21.0,100.0
2025-02-24,Comcast,Cox Communications,21.0,100.0
2025-02-24,Verizon,Spectrum,20.0,100.0
2025-02-24,Cox Communications,Spectrum,20.0,100.0
2025-02-24,AT&T,Cox Communications,19.0,100.0
2025-02-24,Frontier,Comcast,19.0,100.0
2025-02-24,Spectrum,Cox Communications,18.0,100.0
2025-02-24,Comcast,Altice,18.0,100.0
2025-02-24,Comcast,Frontier,17.0,100.0
2025-02-24,Comcast,Verizon FWA,16.0,100.0
2025-02-24,Cincinnati Bell,Spectrum,16.0,100.0
2025-02-24,Spectrum,Altice,16.0,100.0
2025-02-24,AT&T,T-Mobile FWA,15.0,100.0
2025-02-24,Spectrum,Verizon,15.0,100.0
2025-02-24,Google Fiber,Comcast,14.0,100.0
2025-02-24,Verizon,Altice,14.0,100.0
2025-02-24,CenturyLink,Spectrum,14.0,100.0
2025-02-24,Verizon FWA,AT&T,13.0,100.0
2025-02-24,Altice,Comcast,12.0,100.0
2025-02-24,Spectrum,Brightspeed,12.0,100.0
2025-02-24,Spectrum,CenturyLink,11.0,100.0
2025-02-24,Starlink,Comcast,10.0,100.0
2025-02-24,Cox Communications,AT&T,10.0,100.0
2025-02-24,T-Mobile FWA,Frontier,10.0,100.0
2025-02-24,Google Fiber,Spectrum,10.0,100.0
2025-02-24,CenturyLink,Cox Communications,10.0,100.0
2025-02-24,Altice,Verizon,10.0,100.0
2025-02-25,AT&T,Spectrum,146.0,100.0
2025-02-25,Comcast,Spectrum,134.0,100.0
2025-02-25,AT&T,Comcast,123.0,100.0
2025-02-25,T-Mobile FWA,Comcast,110.0,100.0
2025-02-25,Spectrum,Comcast,110.0,100.0
2025-02-25,T-Mobile FWA,Spectrum,91.0,100.0
2025-02-25,Comcast,AT&T,88.0,100.0
2025-02-25,Spectrum,AT&T,87.0,100.0
2025-02-25,Verizon,Comcast,61.0,100.0
2025-02-25,Comcast,Verizon,60.0,100.0
2025-02-25,Verizon FWA,Spectrum,59.0,100.0
2025-02-25,Comcast,T-Mobile FWA,57.0,100.0
2025-02-25,Verizon FWA,Comcast,57.0,100.0
2025-02-25,Frontier,Spectrum,55.0,100.0
2025-02-25,Spectrum,Frontier,54.0,100.0
2025-02-25,Spectrum,T-Mobile FWA,48.0,100.0
2025-02-25,CenturyLink,Comcast,43.0,100.0
2025-02-25,Comcast,CenturyLink,33.0,100.0
2025-02-25,Spectrum,Cox Communications,29.0,100.0
2025-02-25,Altice,Spectrum,28.0,100.0
2025-02-25,Cox Communications,Spectrum,27.0,100.0
2025-02-25,Frontier,Comcast,26.0,100.0
2025-02-25,T-Mobile FWA,AT&T,26.0,100.0
2025-02-25,Comcast,Altice,25.0,100.0
2025-02-25,Comcast,Frontier,25.0,100.0
2025-02-25,AT&T,T-Mobile FWA,24.0,100.0
2025-02-25,Cox Communications,Comcast,23.0,100.0
2025-02-25,Spectrum,Verizon,22.0,100.0
2025-02-25,T-Mobile FWA,Cox Communications,21.0,100.0
2025-02-25,Comcast,Verizon FWA,21.0,100.0
2025-02-25,Verizon,Spectrum,21.0,100.0
2025-02-25,Spectrum,Windstream,21.0,100.0
2025-02-25,T-Mobile FWA,Altice,20.0,100.0
2025-02-25,AT&T,Cox Communications,20.0,100.0
2025-02-25,Altice,Verizon,20.0,100.0
2025-02-25,Altice,Comcast,20.0,100.0
2025-02-25,Spectrum,Altice,20.0,100.0
2025-02-25,Frontier,Altice,19.0,100.0
2025-02-25,Spectrum,Brightspeed,17.0,100.0
2025-02-25,Spectrum,CenturyLink,17.0,100.0
2025-02-25,Spectrum,Verizon FWA,16.0,100.0
2025-02-25,Brightspeed,Spectrum,16.0,100.0
2025-02-25,Cox Communications,AT&T,16.0,100.0
2025-02-25,Google Fiber,Comcast,16.0,100.0
2025-02-25,Starlink,Spectrum,15.0,100.0
2025-02-25,Verizon,Altice,15.0,100.0
2025-02-25,CenturyLink,Cox Communications,15.0,100.0
2025-02-25,Google Fiber,Spectrum,14.0,100.0
2025-02-25,Windstream,Spectrum,13.0,100.0
2025-02-25,Cox Communications,CenturyLink,13.0,100.0
2025-02-25,Astound Broadband,Comcast,13.0,100.0
2025-02-25,Google Fiber,AT&T,13.0,100.0
2025-02-25,Verizon FWA,CenturyLink,13.0,100.0
2025-02-25,Cincinnati Bell,Spectrum,12.0,100.0
2025-02-25,Verizon FWA,Cox Communications,12.0,100.0
2025-02-25,T-Mobile FWA,Verizon FWA,12.0,100.0
2025-02-25,Verizon FWA,T-Mobile FWA,11.0,100.0
2025-02-25,Verizon,Cox Communications,11.0,100.0
2025-02-25,AT&T,Altice,11.0,100.0
2025-02-25,Spectrum,TDS Telecom,11.0,100.0
2025-02-25,Comcast,Astound Broadband,10.0,100.0
2025-02-25,Comcast,Cox Communications,10.0,100.0
2025-02-26,Spectrum,Comcast,164.0,100.0
2025-02-26,AT&T,Spectrum,152.0,100.0
2025-02-26,Comcast,Spectrum,140.0,100.0
2025-02-26,AT&T,Comcast,130.0,100.0
2025-02-26,T-Mobile FWA,Comcast,127.0,100.0
2025-02-26,T-Mobile FWA,Spectrum,122.0,100.0
2025-02-26,Spectrum,AT&T,118.0,100.0
2025-02-26,Comcast,AT&T,112.0,100.0
2025-02-26,Comcast,T-Mobile FWA,86.0,100.0
2025-02-26,Frontier,Spectrum,73.0,100.0
2025-02-26,Spectrum,T-Mobile FWA,62.0,100.0
2025-02-26,Verizon FWA,Comcast,59.0,100.0
2025-02-26,Verizon FWA,Spectrum,58.0,100.0
2025-02-26,Comcast,Verizon,57.0,100.0
2025-02-26,Frontier,Comcast,48.0,100.0
2025-02-26,CenturyLink,Comcast,47.0,100.0
2025-02-26,Comcast,CenturyLink,46.0,100.0
2025-02-26,Spectrum,Frontier,40.0,100.0
2025-02-26,Verizon,Comcast,40.0,100.0
2025-02-26,Spectrum,Cox Communications,38.0,100.0
2025-02-26,T-Mobile FWA,Cox Communications,36.0,100.0
2025-02-26,Cox Communications,Spectrum,36.0,100.0
2025-02-26,T-Mobile FWA,AT&T,32.0,100.0
2025-02-26,Spectrum,Verizon FWA,32.0,100.0
2025-02-26,AT&T,Cox Communications,29.0,100.0
2025-02-26,Cox Communications,Comcast,27.0,100.0
2025-02-26,Comcast,Verizon FWA,26.0,100.0
2025-02-26,Altice,Spectrum,26.0,100.0
2025-02-26,Comcast,Altice,26.0,100.0
2025-02-26,Comcast,Frontier,26.0,100.0
2025-02-26,Comcast,Cox Communications,25.0,100.0
2025-02-26,Spectrum,Windstream,23.0,100.0
2025-02-26,Spectrum,Verizon,23.0,100.0
2025-02-26,T-Mobile FWA,Verizon,22.0,100.0
2025-02-26,AT&T,T-Mobile FWA,22.0,100.0
2025-02-26,Google Fiber,Spectrum,21.0,100.0
2025-02-26,Verizon,Spectrum,20.0,100.0
2025-02-26,Cox Communications,AT&T,20.0,100.0
2025-02-26,Verizon FWA,Cox Communications,20.0,100.0
2025-02-26,T-Mobile FWA,Altice,19.0,100.0
2025-02-26,Starlink,Comcast,18.0,100.0
2025-02-26,CenturyLink,Spectrum,17.0,100.0
2025-02-26,Spectrum,Brightspeed,17.0,100.0
2025-02-26,Starlink,Spectrum,16.0,100.0
2025-02-26,Spectrum,Altice,15.0,100.0
2025-02-26,Spectrum,CenturyLink,15.0,100.0
2025-02-26,Verizon FWA,T-Mobile FWA,15.0,100.0
2025-02-26,Brightspeed,Spectrum,15.0,100.0
2025-02-26,Verizon FWA,CenturyLink,14.0,100.0
2025-02-26,Astound Broadband,Comcast,14.0,100.0
2025-02-26,Frontier,Altice,14.0,100.0
2025-02-26,Verizon FWA,AT&T,14.0,100.0
2025-02-26,Altice,AT&T,14.0,100.0
2025-02-26,Metronet,Comcast,14.0,100.0
2025-02-26,Verizon,Cox Communications,13.0,100.0
2025-02-26,Verizon FWA,Altice,12.0,100.0
2025-02-26,Cincinnati Bell,Spectrum,12.0,100.0
2025-02-26,Brightspeed,Comcast,12.0,100.0
2025-02-26,Altice,T-Mobile FWA,12.0,100.0
2025-02-26,Cox Communications,T-Mobile FWA,12.0,100.0
2025-02-26,T-Mobile FWA,Verizon FWA,11.0,100.0
2025-02-26,AT&T,Altice,11.0,100.0
2025-02-26,CenturyLink,Cox Communications,11.0,100.0
2025-02-26,AT&T,Verizon,11.0,100.0
2025-02-26,Lumos,Spectrum,11.0,100.0
2025-02-26,Altice,Comcast,10.333333333333334,100.00000000000001
2025-02-26,T-Mobile FWA,CenturyLink,10.0,100.0
2025-02-26,Consolidated,Comcast,10.0,100.0
2025-02-27,AT&T,Comcast,160.0,100.0
2025-02-27,Spectrum,Comcast,152.0,100.0
2025-02-27,AT&T,Spectrum,148.0,100.0
2025-02-27,Comcast,Spectrum,146.0,100.0
2025-02-27,Spectrum,AT&T,145.0,100.0
2025-02-27,T-Mobile FWA,Comcast,132.66666666666666,100.0
2025-02-27,T-Mobile FWA,Spectrum,121.0,100.0
2025-02-27,Comcast,AT&T,111.0,100.0
2025-02-27,Frontier,Spectrum,94.0,100.0
2025-02-27,Spectrum,T-Mobile FWA,76.0,100.0
2025-02-27,Verizon FWA,Spectrum,76.0,100.0
2025-02-27,Verizon FWA,Comcast,74.0,100.0
2025-02-27,Comcast,Verizon,68.0,100.0
2025-02-27,Verizon,Comcast,65.0,100.0
2025-02-27,Comcast,T-Mobile FWA,65.0,100.0
2025-02-27,Spectrum,Frontier,54.0,100.0
2025-02-27,Frontier,Comcast,50.0,100.0
2025-02-27,T-Mobile FWA,AT&T,50.0,100.0
2025-02-27,AT&T,Cox Communications,37.0,100.0
2025-02-27,Spectrum,Verizon FWA,34.0,100.0
2025-02-27,CenturyLink,Comcast,34.0,100.0
2025-02-27,Comcast,Cox Communications,33.0,100.0
2025-02-27,Comcast,Verizon FWA,30.0,100.0
2025-02-27,Comcast,CenturyLink,30.0,100.0
2025-02-27,Cox Communications,AT&T,30.0,100.0
2025-02-27,Spectrum,Verizon,30.0,100.0
2025-02-27,Spectrum,Cox Communications,28.0,100.0
2025-02-27,Cox Communications,Comcast,28.0,100.0
2025-02-27,Comcast,Frontier,26.0,100.0
2025-02-27,Comcast,Altice,26.0,100.0
2025-02-27,AT&T,T-Mobile FWA,25.0,100.0
2025-02-27,Brightspeed,Spectrum,25.0,100.0
2025-02-27,Cox Communications,Spectrum,23.0,100.0
2025-02-27,Spectrum,Altice,22.0,100.0
2025-02-27,T-Mobile FWA,Cox Communications,22.0,100.0
2025-02-27,Spectrum,Windstream,21.0,100.0
2025-02-27,Altice,Spectrum,21.0,100.0
2025-02-27,CenturyLink,Cox Communications,21.0,100.0
2025-02-27,T-Mobile FWA,Altice,21.0,100.0
2025-02-27,Altice,AT&T,20.0,100.0
2025-02-27,Altice,Comcast,20.0,100.0
2025-02-27,Verizon FWA,AT&T,20.0,100.0
2025-02-27,Verizon,Spectrum,19.0,100.0
2025-02-27,Spectrum,CenturyLink,18.0,100.0
2025-02-27,Spectrum,Brightspeed,18.0,100.0
2025-02-27,Cox Communications,T-Mobile FWA,18.0,100.0
2025-02-27,CenturyLink,Spectrum,17.0,100.0
2025-02-27,Windstream,Spectrum,17.0,100.0
2025-02-27,Verizon FWA,Cox Communications,17.0,100.0
2025-02-27,Altice,T-Mobile FWA,17.0,100.0
2025-02-27,AT&T,Altice,16.0,100.0
2025-02-27,Google Fiber,Spectrum,16.0,100.0
2025-02-27,T-Mobile FWA,Frontier,16.0,100.0
2025-02-27,T-Mobile FWA,CenturyLink,16.0,100.0
2025-02-27,Verizon FWA,T-Mobile FWA,16.0,100.0
2025-02-27,Cox Communications,CenturyLink,15.0,100.0
2025-02-27,Spectrum,Cincinnati Bell,15.0,100.0
2025-02-27,Starlink,Spectrum,15.0,100.0
2025-02-27,Astound Broadband,Comcast,12.0,100.0
2025-02-27,AT&T,Cable One,12.0,100.0
2025-02-27,Starlink,Comcast,12.0,100.0
2025-02-27,Spectrum,Metronet,12.0,100.0
2025-02-27,Cincinnati Bell,Spectrum,11.0,100.0
2025-02-27,Google Fiber,AT&T,11.0,100.0
2025-02-27,T-Mobile FWA,Verizon FWA,11.0,100.0
2025-02-27,Verizon FWA,Altice,11.0,100.0
2025-02-27,Frontier,Altice,11.0,100.0
2025-02-27,AT&T,Verizon FWA,11.0,100.0
2025-02-27,Comcast,Windstream,11.0,100.0
2025-02-27,Frontier,AT&T,11.0,100.0
2025-02-27,Hotwire Fision,Comcast,10.0,100.0
2025-02-27,Verizon FWA,Frontier,10.0,100.0
2025-02-27,Comcast,Astound Broadband,10.0,100.0
2025-02-27,Windstream,Comcast,10.0,100.0
2025-02-27,T-Mobile FWA,Verizon,10.0,100.0
2025-02-27,Verizon,Altice,10.0,100.0
2025-02-28,Spectrum,Comcast,194.33333333333334,100.00000000000001
2025-02-28,Comcast,Spectrum,177.0,100.0
2025-02-28,Spectrum,AT&T,173.0,100.0
2025-02-28,AT&T,Comcast,159.0,100.0
2025-02-28,T-Mobile FWA,Comcast,150.0,100.0
2025-02-28,T-Mobile FWA,Spectrum,146.0,100.0
2025-02-28,AT&T,Spectrum,127.0,100.0
2025-02-28,Comcast,AT&T,120.0,100.0
2025-02-28,Verizon FWA,Spectrum,84.0,100.0
2025-02-28,Spectrum,T-Mobile FWA,81.0,100.0
2025-02-28,Verizon FWA,Comcast,79.0,100.0
2025-02-28,Frontier,Spectrum,74.0,100.0
2025-02-28,Comcast,T-Mobile FWA,71.0,100.0
2025-02-28,Verizon,Comcast,71.0,100.0
2025-02-28,Comcast,Verizon,63.0,100.0
2025-02-28,Spectrum,Frontier,62.0,100.0
2025-02-28,Comcast,CenturyLink,53.0,100.0
2025-02-28,CenturyLink,Comcast,50.0,100.0
2025-02-28,Frontier,Comcast,49.0,100.0
2025-02-28,T-Mobile FWA,AT&T,48.0,100.0
2025-02-28,Spectrum,Cox Communications,45.0,100.0
2025-02-28,Spectrum,Verizon FWA,45.0,100.0
2025-02-28,Cox Communications,Spectrum,43.0,100.0
2025-02-28,Comcast,Cox Communications,38.0,100.0
2025-02-28,Comcast,Frontier,36.0,100.0
2025-02-28,T-Mobile FWA,Cox Communications,35.0,100.0
2025-02-28,Spectrum,Verizon,32.0,100.0
2025-02-28,Comcast,Verizon FWA,31.0,100.0
2025-02-28,Verizon,Spectrum,31.0,100.0
2025-02-28,Cox Communications,Comcast,30.0,100.0
2025-02-28,AT&T,T-Mobile FWA,28.0,100.0
2025-02-28,T-Mobile FWA,Altice,27.0,100.0
2025-02-28,Spectrum,Altice,25.0,100.0
2025-02-28,Brightspeed,Spectrum,24.0,100.0
2025-02-28,Comcast,Altice,23.0,100.0
2025-02-28,Altice,AT&T,23.0,100.0
2025-02-28,Cox Communications,AT&T,23.0,100.0
2025-02-28,Spectrum,Windstream,23.0,100.0
2025-02-28,Verizon FWA,Cox Communications,22.0,100.0
2025-02-28,CenturyLink,Spectrum,22.0,100.0
2025-02-28,Altice,Comcast,21.0,100.0
2025-02-28,AT&T,Cox Communications,21.0,100.0
2025-02-28,Windstream,Spectrum,21.0,100.0
2025-02-28,Verizon FWA,AT&T,21.0,100.0
2025-02-28,T-Mobile FWA,CenturyLink,21.0,100.0
2025-02-28,Spectrum,CenturyLink,20.0,100.0
2025-02-28,Google Fiber,Comcast,17.0,100.0
2025-02-28,Spectrum,Brightspeed,17.0,100.0
2025-02-28,Altice,Spectrum,17.0,100.0
2025-02-28,TDS Telecom,Spectrum,16.0,100.0
2025-02-28,Cox Communications,T-Mobile FWA,16.0,100.0
2025-02-28,Verizon,AT&T,16.0,100.0
2025-02-28,Cox Communications,Verizon FWA,15.0,100.0
2025-02-28,T-Mobile FWA,Verizon,15.0,100.0
2025-02-28,Verizon FWA,T-Mobile FWA,15.0,100.0
2025-02-28,Windstream,Comcast,14.0,100.0
2025-02-28,Consolidated,Comcast,14.0,100.0
2025-02-28,Altice,T-Mobile FWA,14.0,100.0
2025-02-28,Frontier,T-Mobile FWA,14.0,100.0
2025-02-28,AT&T,Altice,14.0,100.0
2025-02-28,Cincinnati Bell,Spectrum,14.0,100.0
2025-02-28,Starlink,Spectrum,13.0,100.0
2025-02-28,Comcast,Atlantic Broadband,13.0,100.0
2025-02-28,Starlink,Comcast,13.0,100.0
2025-02-28,Comcast,Windstream,13.0,100.0
2025-02-28,T-Mobile FWA,Frontier,13.0,100.0
2025-02-28,Comcast,WOW!,12.0,100.0
2025-02-28,Verizon,T-Mobile FWA,12.0,100.0
2025-02-28,Comcast,Brightspeed,12.0,100.0
2025-02-28,Frontier,Altice,12.0,100.0
2025-02-28,CenturyLink,Cox Communications,12.0,100.0
2025-02-28,Lumos,Spectrum,12.0,100.0
2025-02-28,Cox Communications,CenturyLink,12.0,100.0
2025-02-28,T-Mobile FWA,Verizon FWA,12.0,100.0
2025-02-28,Metronet,Spectrum,11.0,100.0
2025-02-28,Starlink,CenturyLink,11.0,100.0
2025-02-28,Cable One,Spectrum,11.0,100.0
2025-02-28,Spectrum,Hughes,10.0,100.0
2025-02-28,Comcast,Hotwire Fision,10.0,100.0
2025-02-28,Google Fiber,Spectrum,10.0,100.0
2025-02-28,TDS Telecom,Comcast,10.0,100.0
2025-02-28,Spectrum,TDS Telecom,10.0,100.0
2025-02-28,Verizon FWA,Altice,10.0,100.0
2025-02-28,WOW!,Comcast,10.0,100.0
2025-02-28,Ziply Fiber,Comcast,10.0,100.0
2025-03-01,Spectrum,Comcast,445.0,100.0
2025-03-01,Comcast,Spectrum,436.6666666666667,100.0
2025-03-01,AT&T,Comcast,332.3333333333333,99.99999999999999
2025-03-01,AT&T,Spectrum,317.0,100.0
2025-03-01,Spectrum,AT&T,291.6666666666667,100.0
2025-03-01,T-Mobile FWA,Spectrum,278.0,100.0
2025-03-01,T-Mobile FWA,Comcast,278.0,100.0
2025-03-01,Comcast,AT&T,255.0,100.0
2025-03-01,Verizon FWA,Comcast,184.0,100.0
2025-03-01,Frontier,Spectrum,173.0,100.0
2025-03-01,Verizon FWA,Spectrum,173.0,100.0
2025-03-01,Spectrum,T-Mobile FWA,172.0,100.0
2025-03-01,Comcast,T-Mobile FWA,145.33333333333334,100.0
2025-03-01,Spectrum,Frontier,127.0,100.0
2025-03-01,T-Mobile FWA,AT&T,113.0,100.0
2025-03-01,Frontier,Comcast,105.0,100.0
2025-03-01,Comcast,Verizon,101.0,100.0
2025-03-01,Comcast,CenturyLink,98.0,100.0
2025-03-01,CenturyLink,Comcast,86.0,100.0
2025-03-01,Verizon,Comcast,82.0,100.0
2025-03-01,Spectrum,Cox Communications,81.0,100.0
2025-03-01,Spectrum,Verizon FWA,80.0,100.0
2025-03-01,Cox Communications,Spectrum,77.0,100.0
2025-03-01,T-Mobile FWA,Cox Communications,71.0,100.0
2025-03-01,Comcast,Frontier,70.0,100.0
2025-03-01,Comcast,Cox Communications,69.0,100.0
2025-03-01,AT&T,Cox Communications,65.0,100.0
2025-03-01,Verizon,Spectrum,64.0,100.0
2025-03-01,AT&T,T-Mobile FWA,63.0,100.0
2025-03-01,Cox Communications,Comcast,63.0,100.0
2025-03-01,Verizon FWA,AT&T,60.0,100.0
2025-03-01,Comcast,Verizon FWA,55.0,100.0
2025-03-01,Comcast,Altice,55.0,100.0
2025-03-01,Spectrum,Verizon,54.0,100.0
2025-03-01,Spectrum,Altice,51.0,100.0
2025-03-01,CenturyLink,Spectrum,51.0,100.0
2025-03-01,Spectrum,CenturyLink,50.0,100.0
2025-03-01,Spectrum,Windstream,45.0,100.0
2025-03-01,Verizon FWA,Cox Communications,44.0,100.0
2025-03-01,T-Mobile FWA,Altice,43.0,100.0
2025-03-01,Altice,Spectrum,41.0,100.0
2025-03-01,Windstream,Spectrum,41.0,100.0
2025-03-01,CenturyLink,Cox Communications,40.0,100.0
2025-03-01,Cox Communications,AT&T,39.0,100.0
2025-03-01,Cox Communications,CenturyLink,35.0,100.0
2025-03-01,Brightspeed,Spectrum,34.0,100.0
2025-03-01,Spectrum,Brightspeed,34.0,100.0
2025-03-01,Cox Communications,T-Mobile FWA,34.0,100.0
2025-03-01,Altice,AT&T,34.0,100.0
2025-03-01,Google Fiber,Spectrum,32.0,100.0
