the_date,winner,loser,h2h_wins,h2h_share
2025-07-28,Spectrum,Verizon FWA,75.66666666666667,100.0
2025-07-28,Spectrum,Verizon,73.66666666666667,100.0
2025-07-28,Spectrum,Cox Communications,66.0,100.0
2025-07-28,CenturyLink,Comcast,65.33333333333333,100.0
2025-07-28,Frontier,Comcast,63.333333333333336,100.0
2025-07-28,Comcast,CenturyLink,57.0,100.0
2025-07-28,Verizon,Spectrum,55.0,100.0
2025-07-28,Comcast,Verizon FWA,52.0,100.0
2025-07-28,T-Mobile FWA,Cox Communications,51.0,100.0
2025-07-28,Cox Communications,Comcast,51.0,100.0
2025-07-28,Comcast,Cox Communications,50.0,100.0
2025-07-28,Verizon FWA,AT&T,49.0,100.0
2025-07-28,AT&T,Cox Communications,49.0,100.0
2025-07-28,Comcast,Altice,48.0,100.0
2025-07-28,AT&T,T-Mobile FWA,46.0,100.0
2025-07-28,Spectrum,Altice,45.666666666666664,99.99999999999999
2025-07-28,Comcast,Frontier,45.0,100.0
2025-07-28,Cox Communications,AT&T,44.0,100.0
2025-07-28,Cox Communications,Spectrum,44.0,100.0
2025-07-28,Windstream,Spectrum,35.0,100.0
2025-07-28,Spectrum,Windstream,33.0,100.0
2025-07-28,Brightspeed,Spectrum,33.0,100.0
2025-07-28,Spectrum,Starlink,32.0,100.0
2025-07-28,Comcast,Starlink,31.0,100.0
2025-07-28,Verizon,Altice,31.0,100.0
2025-07-28,Altice,Comcast,30.333333333333332,100.0
2025-07-28,Verizon FWA,T-Mobile FWA,29.0,100.0
2025-07-28,Spectrum,Brightspeed,28.0,100.0
2025-07-28,Altice,Spectrum,27.666666666666668,100.0
2025-07-28,T-Mobile FWA,Verizon FWA,27.0,100.0
2025-07-28,T-Mobile FWA,Verizon,26.0,100.0
2025-07-28,Altice,AT&T,26.0,100.0
2025-07-28,Cox Communications,T-Mobile FWA,26.0,100.0
2025-07-28,CenturyLink,Spectrum,26.0,100.0
2025-07-28,Verizon FWA,Cox Communications,26.0,100.0
2025-07-28,CenturyLink,Cox Communications,25.0,100.0
2025-07-28,Spectrum,CenturyLink,24.0,100.0
2025-07-28,Altice,Verizon,23.333333333333332,99.99999999999999
2025-07-28,Comcast,Astound Broadband,23.0,100.0
2025-07-28,Frontier,AT&T,23.0,100.0
2025-07-28,Starlink,Comcast,22.0,100.0
2025-07-28,T-Mobile FWA,CenturyLink,22.0,100.0
2025-07-28,T-Mobile FWA,Altice,21.0,100.0
2025-07-28,T-Mobile FWA,Frontier,20.0,100.0
2025-07-28,Google Fiber,Spectrum,19.333333333333332,100.0
2025-07-28,Consolidated,Comcast,19.0,100.0
2025-07-28,Metronet,Comcast,19.0,100.0
2025-07-28,Spectrum,Cincinnati Bell,18.666666666666668,100.0
2025-07-28,Starlink,Spectrum,18.0,100.0
2025-07-28,Consolidated,Spectrum,18.0,100.0
2025-07-28,Google Fiber,AT&T,18.0,100.0
2025-07-28,Cox Communications,CenturyLink,18.0,100.0
2025-07-28,Comcast,Cable One,18.0,100.0
2025-07-28,AT&T,Altice,17.0,100.0
2025-07-28,Spectrum,Metronet,17.0,100.0
2025-07-28,Cincinnati Bell,Spectrum,16.0,100.0
2025-07-28,Altice,T-Mobile FWA,16.0,100.0
2025-07-28,Atlantic Broadband,Spectrum,16.0,100.0
2025-07-28,Verizon,T-Mobile FWA,16.0,100.0
2025-07-28,Comcast,Atlantic Broadband,16.0,100.0
2025-07-28,AT&T,Frontier,16.0,100.0
2025-07-28,Spectrum,TDS Telecom,15.0,100.0
2025-07-28,Frontier,T-Mobile FWA,15.0,100.0
2025-07-28,Verizon FWA,Altice,15.0,100.0
2025-07-28,Spectrum,Google Fiber,15.0,100.0
2025-07-28,AT&T,Verizon,15.0,100.0
2025-07-28,Astound Broadband,Comcast,14.0,100.0
2025-07-28,Verizon FWA,Frontier,14.0,100.0
2025-07-28,Frontier,Altice,14.0,100.0
2025-07-28,Verizon FWA,Verizon,14.0,100.0
2025-07-28,Metronet,Spectrum,13.0,100.0
2025-07-28,Brightspeed,Comcast,13.0,100.0
2025-07-28,Brightspeed,AT&T,13.0,100.0
2025-07-28,Comcast,Service Electric,13.0,100.0
2025-07-28,Comcast,Windstream,13.0,100.0
2025-07-28,Verizon,Cox Communications,13.0,100.0
2025-07-28,TDS Telecom,Spectrum,13.0,100.0
2025-07-28,Google Fiber,Comcast,13.0,100.0
2025-07-28,Lumos,Spectrum,13.0,100.0
2025-07-28,Altice,Frontier,13.0,100.0
2025-07-28,Spectrum,Hughes,12.0,100.0
2025-07-28,Spectrum,Cable One,12.0,100.0
2025-07-28,Comcast,Brightspeed,12.0,100.0
2025-07-28,Cable One,AT&T,12.0,100.0
2025-07-28,Windstream,T-Mobile FWA,12.0,100.0
2025-07-28,Cable One,Comcast,12.0,100.0
2025-07-28,Ziply Fiber,Comcast,12.0,100.0
2025-07-28,Verizon FWA,CenturyLink,11.0,100.0
2025-07-28,Spectrum,Astound Broadband,11.0,100.0
2025-07-28,Verizon,AT&T,11.0,100.0
2025-07-28,Windstream,Comcast,11.0,100.0
2025-07-28,CenturyLink,T-Mobile FWA,11.0,100.0
2025-07-28,AT&T,Google Fiber,11.0,100.0
2025-07-28,AT&T,Brightspeed,11.0,100.0
2025-07-28,Comcast,Mediacom,11.0,100.0
2025-07-28,Verizon FWA,Brightspeed,11.0,100.0
2025-07-28,Starlink,CenturyLink,10.0,100.0
2025-07-28,Comcast,Metronet,10.0,100.0
2025-07-28,AT&T,Starlink,10.0,100.0
2025-07-28,Astound Broadband,Spectrum,10.0,100.0
2025-07-28,Comcast,TDS Telecom,10.0,100.0
2025-07-28,T-Mobile FWA,Cable One,10.0,100.0
2025-07-28,Atlantic Broadband,Comcast,10.0,100.0
2025-07-29,Spectrum,Comcast,398.0,100.0
2025-07-29,Comcast,Spectrum,387.66666666666663,100.0
2025-07-29,Comcast,AT&T,329.0,100.0
2025-07-29,Spectrum,AT&T,313.3333333333333,100.0
2025-07-29,AT&T,Spectrum,312.0,100.0
2025-07-29,T-Mobile FWA,Comcast,310.66666666666663,100.0
2025-07-29,AT&T,Comcast,300.66666666666663,100.0
2025-07-29,T-Mobile FWA,Spectrum,298.3333333333333,100.0
2025-07-29,Verizon FWA,Spectrum,187.33333333333334,100.00000000000001
2025-07-29,Spectrum,T-Mobile FWA,165.0,100.0
2025-07-29,Verizon FWA,Comcast,149.66666666666666,100.0
2025-07-29,Comcast,T-Mobile FWA,145.33333333333334,100.0
2025-07-29,Frontier,Spectrum,138.66666666666666,100.0
2025-07-29,T-Mobile FWA,AT&T,124.0,100.0
2025-07-29,Verizon,Comcast,118.0,100.0
2025-07-29,Comcast,Verizon,115.0,100.0
2025-07-29,Spectrum,Frontier,99.33333333333333,99.99999999999999
2025-07-29,Frontier,Comcast,72.0,100.0
2025-07-29,Comcast,Verizon FWA,69.0,100.0
2025-07-29,CenturyLink,Comcast,68.33333333333333,100.0
2025-07-29,Spectrum,Verizon,66.0,100.0
2025-07-29,Cox Communications,Comcast,63.0,100.0
2025-07-29,Spectrum,Verizon FWA,62.333333333333336,100.0
2025-07-29,Cox Communications,Spectrum,62.0,100.0
2025-07-29,Spectrum,Altice,60.33333333333333,100.0
2025-07-29,Comcast,CenturyLink,57.66666666666667,100.0
2025-07-29,Comcast,Frontier,57.0,100.0
2025-07-29,T-Mobile FWA,Cox Communications,57.0,100.0
2025-07-29,Cox Communications,AT&T,57.0,100.0
2025-07-29,Verizon,Spectrum,55.666666666666664,100.0
2025-07-29,Comcast,Cox Communications,54.0,100.0
2025-07-29,Verizon FWA,AT&T,53.0,100.0
2025-07-29,AT&T,Cox Communications,53.0,100.0
2025-07-29,AT&T,T-Mobile FWA,52.0,100.0
2025-07-29,Spectrum,Cox Communications,51.0,100.0
2025-07-29,Windstream,Spectrum,47.0,100.0
2025-07-29,Comcast,Altice,46.0,100.0
2025-07-29,T-Mobile FWA,Altice,46.0,100.0
2025-07-29,T-Mobile FWA,Verizon,39.0,100.0
2025-07-29,Verizon,Altice,38.0,100.0
2025-07-29,Brightspeed,Spectrum,37.0,100.0
2025-07-29,Comcast,Starlink,36.0,100.0
2025-07-29,Spectrum,Windstream,35.0,100.0
2025-07-29,Verizon FWA,T-Mobile FWA,34.0,100.0
2025-07-29,Altice,Comcast,32.333333333333336,100.0
2025-07-29,T-Mobile FWA,Verizon FWA,31.0,100.0
2025-07-29,Google Fiber,Spectrum,30.0,100.0
2025-07-29,CenturyLink,Spectrum,30.0,100.0
2025-07-29,T-Mobile FWA,Frontier,29.0,100.0
2025-07-29,Altice,Spectrum,29.0,100.0
2025-07-29,AT&T,Altice,28.0,100.0
2025-07-29,Spectrum,CenturyLink,28.0,100.0
2025-07-29,Spectrum,Brightspeed,28.0,100.0
2025-07-29,Cox Communications,T-Mobile FWA,28.0,100.0
2025-07-29,Spectrum,Starlink,27.0,100.0
2025-07-29,Altice,AT&T,27.0,100.0
2025-07-29,Consolidated,Comcast,25.0,100.0
2025-07-29,Verizon FWA,Cox Communications,25.0,100.0
2025-07-29,Cox Communications,CenturyLink,24.0,100.0
2025-07-29,Verizon FWA,Altice,24.0,100.0
2025-07-29,Spectrum,Cincinnati Bell,23.0,100.0
2025-07-29,T-Mobile FWA,CenturyLink,23.0,100.0
2025-07-29,AT&T,Frontier,23.0,100.0
2025-07-29,Altice,T-Mobile FWA,22.0,100.0
2025-07-29,Google Fiber,AT&T,22.0,100.0
2025-07-29,Verizon,AT&T,21.0,100.0
2025-07-29,Altice,Verizon,20.666666666666664,100.0
2025-07-29,TDS Telecom,Spectrum,20.0,100.0
2025-07-29,Comcast,Astound Broadband,20.0,100.0
2025-07-29,CenturyLink,Cox Communications,20.0,100.0
2025-07-29,Verizon FWA,CenturyLink,19.0,100.0
2025-07-29,Astound Broadband,Comcast,19.0,100.0
2025-07-29,Consolidated,Spectrum,19.0,100.0
2025-07-29,Verizon FWA,Frontier,18.0,100.0
2025-07-29,Windstream,Comcast,18.0,100.0
2025-07-29,Starlink,Comcast,18.0,100.0
2025-07-29,Comcast,Atlantic Broadband,18.0,100.0
2025-07-29,Brightspeed,Comcast,18.0,100.0
2025-07-29,Frontier,Altice,18.0,100.0
2025-07-29,Google Fiber,Comcast,17.333333333333336,100.0
2025-07-29,Spectrum,Google Fiber,17.0,100.0
2025-07-29,AT&T,Verizon FWA,17.0,100.0
2025-07-29,Comcast,Google Fiber,17.0,100.0
2025-07-29,Comcast,Windstream,17.0,100.0
2025-07-29,T-Mobile FWA,Mediacom,16.0,100.0
2025-07-29,Verizon FWA,Mediacom,16.0,100.0
2025-07-29,Cable One,Comcast,16.0,100.0
2025-07-29,Metronet,Spectrum,16.0,100.0
2025-07-29,TDS Telecom,Comcast,16.0,100.0
2025-07-29,Frontier,T-Mobile FWA,16.0,100.0
2025-07-29,Altice,Frontier,16.0,100.0
2025-07-29,Atlantic Broadband,Spectrum,16.0,100.0
2025-07-29,Comcast,Service Electric,16.0,100.0
2025-07-29,Spectrum,Astound Broadband,15.0,100.0
2025-07-29,Spectrum,Hughes,15.0,100.0
2025-07-29,Astound Broadband,Spectrum,15.0,100.0
2025-07-29,Starlink,Spectrum,15.0,100.0
2025-07-29,Comcast,WOW!,15.0,100.0
2025-07-29,Cable One,AT&T,14.0,100.0
2025-07-29,Verizon,T-Mobile FWA,14.0,100.0
2025-07-29,Verizon,Cox Communications,14.0,100.0
2025-07-29,Comcast,Cable One,14.0,100.0
2025-07-29,Ziply Fiber,Comcast,14.0,100.0
2025-07-29,Spectrum,TDS Telecom,14.0,100.0
2025-07-29,Starlink,AT&T,14.0,100.0
2025-07-29,AT&T,Cable One,14.0,100.0
2025-07-29,Comcast,Brightspeed,13.0,100.0
2025-07-29,Comcast,Mediacom,13.0,100.0
2025-07-29,Mediacom,Comcast,13.0,100.0
2025-07-29,T-Mobile FWA,Cable One,12.0,100.0
2025-07-29,Frontier,AT&T,12.0,100.0
2025-07-29,T-Mobile FWA,Starlink,12.0,100.0
2025-07-29,AT&T,Verizon,12.0,100.0
2025-07-29,Metronet,Comcast,12.0,100.0
2025-07-29,Cox Communications,Verizon,12.0,100.0
2025-07-29,Hughes,Spectrum,12.0,100.0
2025-07-29,Cable One,Spectrum,12.0,100.0
2025-07-29,Comcast,Consolidated,12.0,100.0
2025-07-29,Comcast,Hughes,12.0,100.0
2025-07-29,Cox Communications,Verizon FWA,12.0,100.0
2025-07-29,Armstrong,Comcast,12.0,100.0
2025-07-29,Spectrum,Metronet,11.0,100.0
2025-07-29,T-Mobile FWA,Astound Broadband,11.0,100.0
2025-07-29,Spectrum,Consolidated,11.0,100.0
2025-07-29,Verizon FWA,Brightspeed,11.0,100.0
2025-07-29,AT&T,Windstream,11.0,100.0
2025-07-29,WOW!,Spectrum,11.0,100.0
2025-07-29,Cincinnati Bell,Spectrum,10.0,100.0
2025-07-29,Comcast,Ziply Fiber,10.0,100.0
2025-07-29,Lumos,Spectrum,10.0,100.0
2025-07-29,Spectrum,Mediacom,10.0,100.0
2025-07-29,Spectrum,Cable One,10.0,100.0
2025-07-29,Atlantic Broadband,Comcast,10.0,100.0
2025-07-29,Mediacom,Spectrum,10.0,100.0
2025-07-29,T-Mobile FWA,Google Fiber,10.0,100.0
2025-07-29,T-Mobile FWA,Windstream,10.0,100.0
2025-07-29,Verizon FWA,Windstream,10.0,100.0
2025-07-29,WOW!,Comcast,10.0,100.0
2025-07-29,Cable One,T-Mobile FWA,10.0,100.0
2025-07-30,Comcast,Spectrum,406.33333333333337,100.0
2025-07-30,Spectrum,Comcast,403.66666666666663,100.0
2025-07-30,Comcast,AT&T,343.6666666666667,100.00000000000001
2025-07-30,T-Mobile FWA,Comcast,317.6666666666667,100.0
2025-07-30,T-Mobile FWA,Spectrum,297.33333333333337,100.0
2025-07-30,AT&T,Comcast,288.00000000000006,100.0
2025-07-30,Spectrum,AT&T,283.6666666666667,100.0
2025-07-30,AT&T,Spectrum,274.6666666666667,100.0
2025-07-30,Verizon FWA,Spectrum,193.0,100.0
2025-07-30,Spectrum,T-Mobile FWA,172.0,100.0
2025-07-30,Comcast,T-Mobile FWA,168.33333333333334,100.00000000000001
2025-07-30,Frontier,Spectrum,151.33333333333334,100.0
2025-07-30,Verizon FWA,Comcast,144.33333333333331,100.0
2025-07-30,T-Mobile FWA,AT&T,125.0,100.0
2025-07-30,Comcast,Verizon,120.33333333333334,100.0
2025-07-30,Spectrum,Frontier,112.0,100.0
2025-07-30,Verizon,Comcast,95.66666666666667,100.00000000000001
2025-07-30,Spectrum,Verizon FWA,90.0,100.0
2025-07-30,CenturyLink,Comcast,73.66666666666667,100.0
2025-07-30,Frontier,Comcast,72.33333333333333,100.0
2025-07-30,Spectrum,Cox Communications,69.0,100.0
2025-07-30,Comcast,Verizon FWA,69.0,100.0
2025-07-30,Comcast,CenturyLink,67.0,100.0
2025-07-30,T-Mobile FWA,Cox Communications,67.0,100.0
2025-07-30,Cox Communications,Spectrum,62.333333333333336,100.0
2025-07-30,Spectrum,Verizon,62.0,100.0
2025-07-30,Verizon,Spectrum,55.0,100.0
2025-07-30,Comcast,Frontier,53.0,100.0
2025-07-30,Comcast,Cox Communications,52.0,100.0
2025-07-30,AT&T,T-Mobile FWA,51.0,100.0
2025-07-30,Comcast,Altice,49.0,100.0
2025-07-30,Cox Communications,Comcast,48.0,100.0
2025-07-30,T-Mobile FWA,Altice,45.0,100.0
2025-07-30,T-Mobile FWA,Verizon,44.0,100.0
2025-07-30,Verizon FWA,AT&T,43.0,100.0
2025-07-30,AT&T,Cox Communications,43.0,100.0
2025-07-30,Spectrum,Altice,42.666666666666664,99.99999999999999
2025-07-30,Spectrum,Windstream,42.0,100.0
2025-07-30,Verizon FWA,Cox Communications,41.0,100.0
2025-07-30,Windstream,Spectrum,40.0,100.0
2025-07-30,Altice,Comcast,39.0,100.0
2025-07-30,Altice,Spectrum,37.0,100.0
2025-07-30,Cox Communications,AT&T,36.0,100.0
2025-07-30,Spectrum,Starlink,36.0,100.0
2025-07-30,Spectrum,CenturyLink,35.0,100.0
2025-07-30,Brightspeed,Spectrum,35.0,100.0
2025-07-30,Verizon,Altice,34.0,100.0
2025-07-30,T-Mobile FWA,Verizon FWA,31.0,100.0
2025-07-30,Verizon FWA,T-Mobile FWA,31.0,100.0
2025-07-30,Spectrum,Brightspeed,30.0,100.0
2025-07-30,Google Fiber,Spectrum,29.0,100.0
2025-07-30,T-Mobile FWA,Frontier,28.0,100.0
2025-07-30,CenturyLink,Cox Communications,28.0,100.0
2025-07-30,CenturyLink,Spectrum,28.0,100.0
2025-07-30,Verizon FWA,Altice,27.0,100.0
2025-07-30,Comcast,Starlink,26.0,100.0
2025-07-30,Consolidated,Spectrum,25.0,100.0
2025-07-30,Frontier,Altice,25.0,100.0
2025-07-30,Starlink,Spectrum,25.0,100.0
2025-07-30,AT&T,Altice,25.0,100.0
2025-07-30,Cox Communications,T-Mobile FWA,24.0,100.0
2025-07-30,Cox Communications,CenturyLink,23.0,100.0
2025-07-30,AT&T,Verizon,23.0,100.0
2025-07-30,Verizon FWA,Frontier,23.0,100.0
2025-07-30,Comcast,Google Fiber,22.0,100.0
2025-07-30,Verizon FWA,CenturyLink,22.0,100.0
2025-07-30,Comcast,Cable One,21.0,100.0
2025-07-30,Comcast,Astound Broadband,21.0,100.0
2025-07-30,Comcast,Windstream,21.0,100.0
2025-07-30,Verizon FWA,Verizon,21.0,100.0
2025-07-30,Altice,T-Mobile FWA,21.0,100.0
2025-07-30,Metronet,Spectrum,20.0,100.0
2025-07-30,Altice,AT&T,20.0,100.0
2025-07-30,Cable One,Comcast,19.0,100.0
2025-07-30,Verizon,T-Mobile FWA,18.0,100.0
2025-07-30,Spectrum,Hughes,18.0,100.0
2025-07-30,Spectrum,Metronet,17.0,100.0
2025-07-30,Brightspeed,Comcast,17.0,100.0
2025-07-30,TDS Telecom,Spectrum,17.0,100.0
2025-07-30,Comcast,Metronet,17.0,100.0
2025-07-30,Google Fiber,AT&T,17.0,100.0
2025-07-30,AT&T,Frontier,17.0,100.0
2025-07-30,Cincinnati Bell,Spectrum,17.0,100.0
2025-07-30,Altice,Frontier,17.0,100.0
2025-07-30,Atlantic Broadband,Comcast,17.0,100.0
2025-07-30,Spectrum,Mediacom,17.0,100.0
2025-07-30,Google Fiber,Comcast,16.666666666666668,100.0
2025-07-30,Altice,Verizon,16.333333333333332,100.0
2025-07-30,Verizon,Cox Communications,16.0,100.0
2025-07-30,Windstream,Comcast,16.0,100.0
2025-07-30,Starlink,Comcast,16.0,100.0
2025-07-30,Verizon,AT&T,16.0,100.0
2025-07-30,Spectrum,Consolidated,16.0,100.0
2025-07-30,Astound Broadband,Comcast,15.0,100.0
2025-07-30,T-Mobile FWA,Cable One,15.0,100.0
2025-07-30,Spectrum,Cincinnati Bell,15.0,100.0
2025-07-30,Spectrum,Google Fiber,15.0,100.0
2025-07-30,AT&T,Windstream,15.0,100.0
2025-07-30,Consolidated,Comcast,15.0,100.0
2025-07-30,T-Mobile FWA,CenturyLink,15.0,100.0
2025-07-30,WOW!,Spectrum,14.0,100.0
2025-07-30,Verizon FWA,Windstream,14.0,100.0
2025-07-30,Comcast,TDS Telecom,14.0,100.0
2025-07-30,WOW!,Comcast,14.0,100.0
2025-07-30,Spectrum,Atlantic Broadband,14.0,100.0
2025-07-30,AT&T,Cable One,13.0,100.0
2025-07-30,Comcast,Ziply Fiber,13.0,100.0
2025-07-30,AT&T,Verizon FWA,13.0,100.0
2025-07-30,CenturyLink,T-Mobile FWA,13.0,100.0
2025-07-30,Metronet,Comcast,13.0,100.0
2025-07-30,Comcast,Atlantic Broadband,13.0,100.0
2025-07-30,Comcast,Consolidated,12.0,100.0
2025-07-30,Mediacom,Comcast,12.0,100.0
2025-07-30,Windstream,AT&T,12.0,100.0
2025-07-30,Starlink,T-Mobile FWA,12.0,100.0
2025-07-30,Comcast,WOW!,12.0,100.0
2025-07-30,Cox Communications,Verizon FWA,12.0,100.0
2025-07-30,Lumos,Spectrum,12.0,100.0
2025-07-30,Comcast,Brightspeed,12.0,100.0
2025-07-30,Spectrum,TDS Telecom,12.0,100.0
2025-07-30,TDS Telecom,Comcast,12.0,100.0
2025-07-30,Astound Broadband,Spectrum,12.0,100.0
2025-07-30,Frontier,Verizon FWA,11.0,100.0
2025-07-30,CenturyLink,AT&T,11.0,100.0
2025-07-30,Comcast,Service Electric,11.0,100.0
2025-07-30,Starlink,AT&T,11.0,100.0
2025-07-30,AT&T,Mediacom,10.0,100.0
2025-07-30,Ziply Fiber,Comcast,10.0,100.0
2025-07-30,T-Mobile FWA,Mediacom,10.0,100.0
2025-07-30,Frontier,AT&T,10.0,100.0
2025-07-30,Brightspeed,Mediacom,10.0,100.0
2025-07-30,Spectrum,Cable One,10.0,100.0
2025-07-30,AT&T,Google Fiber,10.0,100.0
2025-07-31,Spectrum,Comcast,427.3333333333333,100.0
2025-07-31,Comcast,Spectrum,417.99999999999994,100.0
2025-07-31,T-Mobile FWA,Spectrum,336.6666666666667,100.00000000000001
2025-07-31,T-Mobile FWA,Comcast,329.0,100.0
2025-07-31,Comcast,AT&T,316.33333333333337,100.0
2025-07-31,AT&T,Comcast,311.0,100.0
2025-07-31,AT&T,Spectrum,295.3333333333333,100.0
2025-07-31,Spectrum,AT&T,295.3333333333333,100.0
2025-07-31,Verizon FWA,Spectrum,208.0,100.0
2025-07-31,Verizon FWA,Comcast,174.0,100.0
2025-07-31,Comcast,T-Mobile FWA,160.33333333333334,100.0
2025-07-31,Frontier,Spectrum,147.66666666666666,100.0
2025-07-31,Spectrum,T-Mobile FWA,144.66666666666666,100.0
2025-07-31,T-Mobile FWA,AT&T,131.0,100.0
2025-07-31,Spectrum,Frontier,121.0,100.0
2025-07-31,Comcast,Verizon,105.0,100.0
2025-07-31,Verizon,Comcast,100.33333333333334,100.0
2025-07-31,Comcast,Cox Communications,81.0,100.0
2025-07-31,Frontier,Comcast,71.0,100.0
2025-07-31,CenturyLink,Comcast,68.0,100.0
2025-07-31,Spectrum,Cox Communications,68.0,100.0
2025-07-31,T-Mobile FWA,Cox Communications,66.0,100.0
2025-07-31,Spectrum,Verizon FWA,63.0,100.0
2025-07-31,Cox Communications,Comcast,63.0,100.0
2025-07-31,Spectrum,Verizon,63.0,100.0
2025-07-31,Comcast,Frontier,59.0,100.0
2025-07-31,Comcast,CenturyLink,58.666666666666664,100.0
2025-07-31,Verizon FWA,AT&T,56.0,100.0
2025-07-31,Spectrum,Altice,55.666666666666664,100.0
2025-07-31,Verizon,Spectrum,52.333333333333336,100.0
2025-07-31,AT&T,T-Mobile FWA,52.0,100.0
2025-07-31,Cox Communications,Spectrum,52.0,100.0
2025-07-31,Comcast,Altice,49.0,100.0
2025-07-31,Comcast,Verizon FWA,45.0,100.0
2025-07-31,AT&T,Cox Communications,44.0,100.0
2025-07-31,T-Mobile FWA,Altice,42.333333333333336,100.00000000000001
2025-07-31,Cox Communications,AT&T,40.0,100.0
2025-07-31,Spectrum,Brightspeed,40.0,100.0
2025-07-31,T-Mobile FWA,Verizon,39.0,100.0
2025-07-31,T-Mobile FWA,Frontier,39.0,100.0
2025-07-31,Spectrum,Windstream,39.0,100.0
2025-07-31,Altice,Comcast,38.666666666666664,100.0
2025-07-31,Brightspeed,Spectrum,38.0,100.0
2025-07-31,Verizon,Altice,37.0,100.0
2025-07-31,Spectrum,CenturyLink,36.0,100.0
2025-07-31,Windstream,Spectrum,35.0,100.0
2025-07-31,Verizon FWA,Cox Communications,33.0,100.0
2025-07-31,Altice,Spectrum,32.666666666666664,100.0
2025-07-31,Verizon FWA,T-Mobile FWA,32.0,100.0
2025-07-31,AT&T,Verizon,32.0,100.0
2025-07-31,Cox Communications,T-Mobile FWA,32.0,100.0
2025-07-31,T-Mobile FWA,Verizon FWA,30.0,100.0
2025-07-31,CenturyLink,Spectrum,29.0,100.0
2025-07-31,Verizon FWA,Frontier,27.0,100.0
2025-07-31,Starlink,Comcast,26.0,100.0
2025-07-31,Google Fiber,Spectrum,25.333333333333332,99.99999999999999
2025-07-31,Windstream,Comcast,25.0,100.0
2025-07-31,Starlink,Spectrum,25.0,100.0
2025-07-31,Spectrum,Google Fiber,25.0,100.0
2025-07-31,Frontier,Altice,24.0,100.0
2025-07-31,Comcast,Starlink,24.0,100.0
2025-07-31,Spectrum,Starlink,24.0,100.0
2025-07-31,AT&T,Altice,23.0,100.0
2025-07-31,Comcast,Astound Broadband,23.0,100.0
2025-07-31,Altice,Verizon,22.666666666666664,100.0
2025-07-31,Metronet,Spectrum,22.0,100.0
2025-07-31,Mediacom,Comcast,22.0,100.0
2025-07-31,CenturyLink,Cox Communications,21.0,100.0
2025-07-31,Consolidated,Spectrum,21.0,100.0
2025-07-31,Brightspeed,Comcast,20.0,100.0
2025-07-31,Frontier,AT&T,20.0,100.0
2025-07-31,Verizon,AT&T,20.0,100.0
2025-07-31,Consolidated,Comcast,20.0,100.0
2025-07-31,Verizon FWA,Verizon,19.0,100.0
2025-07-31,Altice,T-Mobile FWA,19.0,100.0
2025-07-31,Comcast,Ziply Fiber,19.0,100.0
2025-07-31,T-Mobile FWA,Windstream,18.0,100.0
2025-07-31,Cox Communications,CenturyLink,18.0,100.0
2025-07-31,Verizon,T-Mobile FWA,18.0,100.0
2025-07-31,Altice,AT&T,18.0,100.0
2025-07-31,Google Fiber,Comcast,18.0,100.0
2025-07-31,Astound Broadband,Comcast,18.0,100.0
2025-07-31,Frontier,T-Mobile FWA,18.0,100.0
2025-07-31,Verizon FWA,CenturyLink,17.0,100.0
2025-07-31,Spectrum,Atlantic Broadband,17.0,100.0
2025-07-31,T-Mobile FWA,Starlink,17.0,100.0
2025-07-31,AT&T,Frontier,17.0,100.0
2025-07-31,Ziply Fiber,Comcast,16.0,100.0
2025-07-31,T-Mobile FWA,Brightspeed,16.0,100.0
2025-07-31,Cincinnati Bell,Spectrum,16.0,100.0
2025-07-31,T-Mobile FWA,Astound Broadband,16.0,100.0
2025-07-31,Comcast,TDS Telecom,16.0,100.0
2025-07-31,Spectrum,Hughes,16.0,100.0
2025-07-31,Comcast,Consolidated,16.0,100.0
2025-07-31,AT&T,Verizon FWA,16.0,100.0
2025-07-31,Verizon FWA,Windstream,16.0,100.0
2025-07-31,T-Mobile FWA,CenturyLink,16.0,100.0
2025-07-31,Verizon FWA,Starlink,15.0,100.0
2025-07-31,Cable One,Comcast,15.0,100.0
2025-07-31,Spectrum,Metronet,15.0,100.0
2025-07-31,TDS Telecom,Spectrum,15.0,100.0
2025-07-31,Comcast,Metronet,15.0,100.0
2025-07-31,Google Fiber,AT&T,14.0,100.0
2025-07-31,Metronet,Comcast,14.0,100.0
2025-07-31,Comcast,Google Fiber,14.0,100.0
2025-07-31,Cable One,Spectrum,14.0,100.0
2025-07-31,Comcast,Brightspeed,13.0,100.0
2025-07-31,Comcast,Atlantic Broadband,13.0,100.0
2025-07-31,T-Mobile FWA,Mediacom,13.0,100.0
2025-07-31,Verizon FWA,Altice,13.0,100.0
2025-07-31,Cox Communications,Verizon FWA,13.0,100.0
2025-07-31,Spectrum,TDS Telecom,13.0,100.0
2025-07-31,Spectrum,Cincinnati Bell,13.0,100.0
2025-07-31,Comcast,Cable One,12.0,100.0
2025-07-31,Starlink,AT&T,12.0,100.0
2025-07-31,WOW!,Spectrum,12.0,100.0
2025-07-31,Atlantic Broadband,Spectrum,12.0,100.0
2025-07-31,Comcast,WOW!,12.0,100.0
2025-07-31,Spectrum,Cable One,12.0,100.0
2025-07-31,Spectrum,Astound Broadband,12.0,100.0
2025-07-31,Comcast,Service Electric,12.0,100.0
2025-07-31,Comcast,Hughes,12.0,100.0
2025-07-31,Spectrum,WOW!,12.0,100.0
